OrderID,DateKey,CustomerID,RestaurantID,DeliveryPartnerID,Quantity,OrderAmount,DeliveryFee,Discount,DeliveryTime,CustomerRating,OrderStatus
53005,20250430,1692,2051,3093,3,1366.03,38.41,0.0,53,3.3,Delivered
53006,20250309,1495,2088,3082,2,1351.85,77.8,75.2,47,3.8,Delivered
53007,20251007,1078,2016,3002,5,1696.21,30.08,0.0,42,4.4,Delivered
53008,20240729,1321,2042,3034,4,2507.0,28.86,0.0,46,,Cancelled
53009,20250725,1297,2068,3023,2,1512.64,74.05,230.13,22,4.3,Delivered
53010,20250111,1172,2085,3062,2,726.4,42.19,125.01,22,3.2,Delivered
53011,20250129,1798,2009,3148,1,307.28,70.08,180.66,53,4.1,Delivered
53012,20250325,1118,2048,3075,1,829.63,72.33,0.0,40,4.0,Delivered
53013,20241229,1483,2019,3093,5,2255.02,61.06,0.0,36,4.9,Delivered
53014,20250401,1763,2060,3051,2,1242.72,37.01,146.72,22,4.8,Delivered
53015,20251225,1294,2007,3136,5,3393.35,74.24,107.68,38,4.2,Delivered
53016,20251228,1249,2059,3081,4,2368.0,35.16,184.39,52,3.3,Delivered
53017,20240813,1595,2096,3143,5,4463.06,25.02,0.0,33,3.4,Delivered
53018,20240510,1237,2029,3131,2,1521.74,44.92,144.29,64,3.3,Delivered
53019,20250810,1382,2022,3035,2,1676.95,39.81,0.0,45,,Cancelled
53020,20250420,1169,2105,3045,2,1481.47,50.43,233.78,26,4.1,Delivered
53021,20241003,1755,2016,3012,3,868.84,39.62,53.13,19,3.3,Delivered
53022,20240604,1476,2090,3140,5,4477.28,69.03,131.12,46,,Cancelled
53023,20240805,1289,2069,3021,1,455.02,29.42,0.0,58,4.6,Delivered
53024,20240708,1316,2064,3123,3,1530.76,27.54,0.0,59,4.6,Delivered
53025,20250220,1612,2108,3071,4,2099.12,31.55,0.0,31,3.7,Delivered
53026,20251105,1647,2053,3062,5,2511.81,45.05,0.0,65,4.6,Delivered
53027,20251122,1730,2053,3024,2,1126.13,74.98,207.64,19,3.3,Delivered
53028,20250629,1040,2089,3136,3,543.96,37.24,0.0,36,4.0,Delivered
53029,20240210,1182,2068,3003,2,1771.66,78.9,203.03,59,3.2,Delivered
53030,20241102,1694,2107,3095,4,2030.03,19.49,148.32,55,4.6,Delivered
53031,20241203,1432,2091,3016,3,1349.39,40.41,0.0,39,3.0,Delivered
53032,20241109,1202,2085,3093,3,1608.52,58.62,0.0,49,3.4,Delivered
53033,20240315,1133,2065,3079,2,1235.4,33.42,36.23,56,4.1,Delivered
53034,20241005,1070,2080,3034,4,687.02,25.51,0.0,61,4.9,Delivered
53035,20240624,1060,2013,3080,5,3901.14,25.38,0.0,35,3.8,Delivered
53036,20251023,1019,2013,3049,5,2979.9,76.36,0.0,21,4.9,Delivered
53037,20240929,1078,2077,3028,5,2668.7,76.45,0.0,49,4.5,Delivered
53038,20250911,1560,2029,3109,2,1116.45,55.6,0.0,38,4.1,Delivered
53039,20251012,1176,2106,3100,1,178.64,38.79,174.94,31,3.6,Delivered
53040,20241015,1029,2094,3058,2,789.12,57.64,0.0,49,4.5,Delivered
53041,20251224,1279,2080,3007,1,898.49,43.05,0.0,57,4.4,Delivered
53042,20240928,1305,2036,3109,5,3254.2,37.14,88.04,39,3.7,Delivered
53043,20240306,1324,2097,3073,3,507.19,30.6,98.8,58,4.1,Delivered
53044,20250427,1509,2020,3008,1,482.33,72.86,0.0,36,4.1,Delivered
53045,20240904,1053,2095,3135,5,2043.65,63.04,0.0,60,3.3,Delivered
53046,20240604,1649,2041,3078,1,856.8,56.94,225.67,50,4.5,Delivered
53047,20240216,1498,2076,3086,4,2550.33,55.89,0.0,29,4.7,Delivered
53048,20250329,1558,2008,3142,3,1555.71,18.9,0.0,31,4.6,Delivered
53049,20240719,1521,2035,3130,2,1010.38,32.04,108.71,30,4.5,Delivered
53050,20251021,1081,2010,3147,5,1280.61,62.37,0.0,61,3.3,Delivered
53051,20240503,1295,2011,3013,1,739.33,79.43,0.0,18,3.3,Delivered
53052,20240101,1645,2118,3023,2,1798.0,69.31,0.0,19,3.2,Delivered
53053,20251001,1378,2090,3112,1,767.06,68.98,0.0,28,4.1,Delivered
53054,20240709,1111,2058,3057,5,2880.69,68.12,0.0,56,3.2,Delivered
53055,20250801,1769,2006,3062,2,1656.36,20.61,0.0,56,4.9,Delivered
53056,20250530,1559,2087,3078,1,302.96,78.53,89.6,34,4.4,Delivered
53057,20250317,1106,2011,3126,4,805.97,55.52,69.3,62,3.9,Delivered
53058,20240522,1689,2033,3031,5,2310.04,68.26,0.0,25,3.3,Delivered
53059,20240709,1293,2091,3143,2,1228.87,47.66,223.06,32,3.6,Delivered
53060,20250616,1709,2009,3139,3,1711.09,54.15,57.44,53,4.1,Delivered
53061,20240814,1555,2037,3040,1,583.8,38.43,0.0,30,4.1,Delivered
53062,20241108,1575,2016,3087,5,4008.22,58.6,0.0,30,4.9,Delivered
53063,20250920,1214,2061,3104,2,441.15,43.02,0.0,58,3.1,Delivered
53064,20241028,1158,2105,3059,3,2641.05,19.5,183.65,48,4.7,Delivered
53065,20251015,1238,2042,3109,2,1336.17,22.48,0.0,50,4.0,Delivered
53066,20250404,1521,2004,3059,1,390.79,61.94,0.0,28,4.8,Delivered
53067,20250204,1358,2050,3123,2,708.65,42.94,203.77,49,4.8,Delivered
53068,20250704,1436,2022,3091,4,2909.84,47.24,99.34,40,3.3,Delivered
53069,20250127,1352,2067,3032,4,1056.07,63.52,0.0,25,4.7,Delivered
53070,20240725,1245,2105,3045,4,3479.04,57.4,0.0,60,4.5,Delivered
53071,20240728,1438,2030,3100,3,2183.72,70.05,0.0,19,,Cancelled
53072,20240424,1725,2088,3144,5,3045.19,42.59,0.0,47,3.7,Delivered
53073,20251007,1638,2055,3088,5,1803.51,77.91,230.22,43,3.5,Delivered
53074,20240907,1217,2088,3081,2,1780.22,18.85,77.0,49,4.4,Delivered
53075,20240806,1170,2070,3118,5,3820.47,71.33,199.71,22,3.1,Delivered
53076,20250210,1708,2062,3047,4,1193.7,69.88,0.0,43,4.1,Delivered
53077,20250318,1463,2092,3023,4,1479.46,49.2,222.79,30,4.3,Delivered
53078,20250825,1317,2057,3013,2,1002.18,52.56,0.0,29,4.7,Delivered
53079,20241219,1481,2049,3007,3,2505.0,39.3,0.0,39,3.7,Delivered
53080,20250711,1426,2043,3141,1,308.68,77.06,196.94,19,,Cancelled
53081,20250703,1216,2094,3096,3,1618.61,42.84,57.97,52,3.4,Delivered
53082,20240521,1107,2008,3098,4,1186.36,27.51,221.95,33,3.1,Delivered
53083,20250903,1482,2015,3001,2,916.79,41.86,120.96,35,4.5,Delivered
53084,20250515,1043,2011,3042,3,671.1,23.47,73.1,43,3.9,Delivered
53085,20251202,1095,2008,3129,3,2453.09,17.43,152.27,34,3.6,Delivered
53086,20250630,1400,2032,3015,5,1137.89,66.95,0.0,41,4.1,Delivered
53087,20251020,1125,2012,3087,3,2050.51,19.72,181.7,52,3.2,Delivered
53088,20250625,1489,2022,3145,4,3352.3,19.95,217.74,51,3.8,Delivered
53089,20250521,1345,2120,3106,1,737.02,32.52,98.59,40,3.4,Delivered
53090,20250818,1518,2029,3040,4,2102.33,31.61,76.76,32,3.2,Delivered
53091,20241007,1414,2021,3135,3,2265.65,58.98,65.63,58,3.6,Delivered
53092,20250227,1525,2004,3004,3,2357.1,42.56,0.0,18,3.0,Delivered
53093,20240926,1178,2017,3140,1,219.54,23.95,239.71,49,4.9,Delivered
53094,20240602,1065,2071,3107,5,2161.53,59.65,155.02,62,4.7,Delivered
53095,20250905,1717,2002,3032,4,2831.23,49.47,0.0,52,4.6,Delivered
53096,20251227,1212,2115,3034,1,856.73,44.31,94.71,55,3.1,Delivered
53097,20251023,1483,2023,3146,5,2900.95,38.45,113.47,52,3.4,Delivered
53098,20240323,1562,2088,3103,3,2376.3,30.64,193.33,51,4.1,Delivered
53099,20250913,1545,2004,3089,2,1607.41,17.21,241.08,62,4.6,Delivered
53100,20250301,1411,2009,3085,5,1990.2,61.14,0.0,37,4.2,Delivered
53101,20241001,1241,2054,3057,3,1023.94,52.45,0.0,36,3.2,Delivered
53102,20251213,1322,2117,3112,4,3127.71,43.28,0.0,48,4.0,Delivered
53103,20241010,1527,2103,3114,1,234.18,79.74,242.37,63,4.3,Delivered
53104,20240621,1252,2025,3118,4,1214.08,65.91,90.39,62,4.2,Delivered
53105,20241122,1654,2099,3034,2,769.57,28.84,0.0,32,3.8,Delivered
53106,20251218,1537,2093,3054,5,3022.65,59.43,185.24,20,3.9,Delivered
53107,20240303,1255,2096,3012,4,2268.56,61.29,0.0,36,3.7,Delivered
53108,20240313,1126,2056,3031,4,3456.12,70.67,0.0,54,3.6,Delivered
53109,20250927,1334,2029,3112,3,840.89,72.82,182.29,33,3.7,Delivered
53110,20250109,1555,2037,3042,2,1480.76,28.13,224.01,31,4.3,Delivered
53111,20250924,1456,2114,3067,4,2738.83,52.3,217.67,53,3.4,Delivered
53112,20250522,1066,2093,3083,2,921.83,44.66,0.0,63,4.7,Delivered
53113,20250201,1617,2113,3031,3,1614.72,79.0,49.88,51,4.9,Delivered
53114,20240429,1186,2046,3138,1,656.35,19.74,140.0,64,4.0,Delivered
53115,20250312,1691,2090,3018,5,1203.08,34.55,0.0,43,3.8,Delivered
53116,20251106,1414,2019,3009,1,875.88,30.67,249.85,54,4.6,Delivered
53117,20250409,1420,2102,3144,2,1397.18,28.84,89.45,64,4.3,Delivered
53118,20241012,1348,2045,3064,5,3967.42,27.01,196.04,49,,Cancelled
53119,20240921,1450,2083,3110,4,3511.46,62.32,148.7,47,3.9,Delivered
53120,20241115,1227,2097,3100,5,4077.59,26.22,0.0,24,4.5,Delivered
53121,20251103,1254,2117,3081,5,3856.17,25.79,0.0,48,4.2,Delivered
53122,20250110,1046,2001,3042,5,2284.12,24.65,113.35,45,4.4,Delivered
53123,20240329,1407,2093,3027,2,1123.97,79.83,69.45,47,3.6,Delivered
53124,20251015,1473,2041,3060,5,1250.99,68.89,44.94,30,4.5,Delivered
53125,20240721,1460,2041,3079,1,773.97,16.38,192.33,20,4.0,Delivered
53126,20241129,1657,2016,3032,1,545.8,74.74,137.79,63,4.5,Delivered
53127,20240809,1775,2038,3128,5,1592.99,66.64,28.41,63,4.9,Delivered
53128,20240210,1197,2050,3112,5,1629.67,58.71,136.06,62,4.4,Delivered
53129,20251208,1048,2101,3071,5,2400.97,55.02,114.15,40,3.9,Delivered
53130,20240308,1165,2044,3075,3,1964.69,35.58,0.0,26,3.8,Delivered
53131,20250528,1330,2056,3097,3,652.08,21.69,0.0,55,4.0,Delivered
53132,20250928,1168,2027,3034,3,457.86,34.98,0.0,26,3.1,Delivered
53133,20250913,1787,2073,3010,4,3524.91,29.67,111.36,31,4.5,Delivered
53134,20250820,1120,2069,3141,3,1226.95,43.81,0.0,33,4.8,Delivered
53135,20250923,1221,2057,3058,1,899.32,31.76,126.13,20,3.5,Delivered
53136,20240506,1460,2103,3086,1,474.51,32.66,98.85,43,3.7,Delivered
53137,20240911,1104,2101,3129,2,813.9,56.14,148.34,55,,Cancelled
53138,20251125,1758,2097,3107,1,690.09,28.65,102.38,64,3.8,Delivered
53139,20240116,1621,2034,3052,2,591.18,79.54,0.0,26,4.9,Delivered
53140,20250421,1001,2062,3058,4,1078.02,45.25,237.69,32,3.4,Delivered
53141,20240302,1747,2050,3044,3,2139.56,67.64,0.0,63,4.5,Delivered
53142,20250307,1518,2044,3008,1,155.18,57.57,0.0,34,3.1,Delivered
53143,20251031,1005,2008,3112,4,633.42,64.51,0.0,61,4.3,Delivered
53144,20240924,1273,2036,3009,5,1539.53,64.79,0.0,23,4.3,Delivered
53145,20240204,1458,2109,3014,5,3097.26,43.59,22.91,55,4.4,Delivered
53146,20250729,1666,2084,3113,3,2143.67,76.72,0.0,54,4.1,Delivered
53147,20250508,1347,2068,3098,4,1487.38,34.66,0.0,62,3.7,Delivered
53148,20250715,1720,2004,3003,5,3718.31,43.28,126.62,19,4.4,Delivered
53149,20250413,1215,2016,3047,4,1194.66,42.86,243.04,51,3.4,Delivered
53150,20251022,1428,2016,3124,2,1089.26,52.19,147.9,32,4.2,Delivered
53151,20241120,1602,2039,3067,5,2507.81,71.06,230.75,61,4.4,Delivered
53152,20241030,1258,2055,3147,1,328.52,64.24,41.76,61,3.7,Delivered
53153,20241002,1424,2013,3065,3,2203.6,23.3,176.62,18,3.9,Delivered
53154,20251114,1190,2079,3116,5,2267.95,57.01,0.0,32,,Cancelled
53155,20240719,1561,2014,3069,4,1852.65,51.94,0.0,61,3.5,Delivered
53156,20250320,1388,2098,3126,5,2938.41,62.5,0.0,32,3.4,Delivered
53157,20241119,1213,2034,3112,2,1584.77,36.14,0.0,54,3.5,Delivered
53158,20240204,1671,2105,3150,4,1484.87,29.81,151.74,56,3.7,Delivered
53159,20250426,1139,2016,3113,5,1833.86,35.83,66.24,65,3.7,Delivered
53160,20251228,1143,2016,3138,3,896.37,29.12,128.08,21,4.7,Delivered
53161,20250424,1486,2090,3048,1,646.64,76.1,189.35,42,3.4,Delivered
53162,20240305,1543,2021,3108,2,826.39,28.32,109.82,63,3.3,Delivered
53163,20240108,1284,2048,3014,2,727.62,28.9,0.0,22,3.8,Delivered
53164,20241027,1634,2031,3016,1,585.2,50.67,0.0,45,4.9,Delivered
53165,20241208,1025,2044,3066,1,710.84,25.03,67.81,37,4.5,Delivered
53166,20250306,1681,2038,3098,5,4074.63,45.49,0.0,40,4.3,Delivered
53167,20250227,1040,2085,3064,3,655.57,66.15,248.1,57,4.2,Delivered
53168,20241127,1089,2025,3144,4,890.18,65.13,115.41,60,4.3,Delivered
53169,20250313,1082,2084,3059,5,1152.91,67.95,85.68,63,3.9,Delivered
53170,20250810,1229,2071,3098,5,3882.72,28.87,78.64,32,4.5,Delivered
53171,20240622,1395,2012,3013,1,708.15,36.16,200.87,50,,Cancelled
53172,20250712,1798,2057,3018,1,644.39,79.18,0.0,53,4.1,Delivered
53173,20250610,1590,2070,3032,3,2115.34,74.95,121.78,52,5.0,Delivered
53174,20251020,1583,2008,3116,3,1002.4,68.26,0.0,50,3.4,Delivered
53175,20240126,1080,2073,3031,1,446.3,30.58,0.0,50,4.3,Delivered
53176,20250827,1667,2007,3127,4,1441.26,25.75,204.51,32,4.7,Delivered
53177,20250209,1733,2039,3126,3,1015.05,79.79,0.0,29,4.4,Delivered
53178,20240819,1041,2017,3041,4,696.58,15.33,74.08,52,3.7,Delivered
53179,20250616,1597,2106,3042,3,1394.12,73.81,0.0,55,3.4,Delivered
53180,20250703,1632,2049,3033,4,1378.67,74.41,0.0,25,4.8,Delivered
53181,20250519,1276,2061,3090,4,843.19,17.88,60.81,33,4.6,Delivered
53182,20251030,1616,2076,3143,4,2696.26,41.57,245.18,50,4.4,Delivered
53183,20240627,1774,2080,3069,5,4136.03,34.68,30.22,38,3.4,Delivered
53184,20240511,1466,2017,3123,2,859.21,61.48,0.0,43,4.6,Delivered
53185,20250330,1726,2005,3146,5,1926.73,16.68,192.32,55,4.7,Delivered
53186,20241213,1233,2035,3111,2,1484.73,72.48,22.66,22,3.6,Delivered
53187,20250623,1481,2102,3107,3,2376.34,74.23,41.78,53,4.5,Delivered
53188,20250209,1590,2054,3048,1,598.3,22.54,159.74,43,4.4,Delivered
53189,20240316,1712,2119,3034,1,807.82,58.67,97.29,65,3.4,Delivered
53190,20250801,1135,2035,3135,5,2294.19,66.67,120.75,49,3.0,Delivered
53191,20250506,1047,2058,3129,1,631.51,70.29,0.0,63,4.7,Delivered
53192,20240712,1381,2102,3003,5,4151.9,79.3,239.47,19,4.8,Delivered
53193,20240610,1604,2037,3143,1,600.12,29.3,39.26,26,3.4,Delivered
53194,20241212,1100,2034,3127,5,2073.8,71.65,0.0,34,3.1,Delivered
53195,20241226,1707,2019,3133,2,1017.0,45.63,175.53,41,3.7,Delivered
53196,20250806,1754,2067,3089,2,1374.52,40.96,0.0,22,4.8,Delivered
53197,20240327,1010,2053,3012,2,1657.67,61.85,201.47,59,3.1,Delivered
53198,20240918,1630,2072,3059,4,2375.73,42.91,210.94,49,3.3,Delivered
53199,20240801,1195,2016,3040,1,565.78,50.23,31.06,25,3.3,Delivered
53200,20251026,1097,2048,3087,2,1612.2,29.41,161.35,21,3.7,Delivered
53201,20251222,1077,2002,3146,5,3633.7,18.87,153.59,27,4.6,Delivered
53202,20250726,1661,2084,3111,3,1800.07,60.57,147.64,24,4.8,Delivered
53203,20240918,1641,2086,3041,4,2499.8,50.59,0.0,36,3.7,Delivered
53204,20251230,1426,2106,3023,1,198.83,66.52,193.54,18,3.8,Delivered
53205,20241009,1334,2044,3026,3,2195.94,64.96,236.53,34,4.6,Delivered
53206,20251009,1798,2040,3102,4,3119.5,59.97,221.58,49,3.5,Delivered
53207,20250411,1069,2034,3061,5,3902.93,32.13,82.83,54,3.1,Delivered
53208,20250114,1279,2004,3030,4,634.66,36.61,176.42,50,4.7,Delivered
53209,20241227,1161,2008,3131,4,1386.83,29.33,111.63,57,4.8,Delivered
53210,20250324,1453,2002,3083,3,1735.87,54.55,0.0,35,3.3,Delivered
53211,20250316,1170,2093,3001,5,3217.22,75.44,0.0,59,3.9,Delivered
53212,20240402,1358,2056,3069,3,2357.94,33.7,175.13,43,4.2,Delivered
53213,20250912,1302,2060,3034,5,3774.08,75.98,0.0,36,4.0,Delivered
53214,20250227,1101,2001,3029,4,970.39,39.4,247.52,51,4.8,Delivered
53215,20240521,1506,2074,3143,2,1749.13,54.57,0.0,46,,Cancelled
53216,20241017,1516,2079,3038,1,240.72,61.75,0.0,43,4.5,Delivered
53217,20250307,1020,2012,3023,3,1792.72,41.0,49.32,53,4.3,Delivered
53218,20251119,1421,2095,3111,4,2049.35,39.6,0.0,49,4.6,Delivered
53219,20251014,1136,2021,3045,3,550.81,75.76,0.0,26,4.4,Delivered
53220,20251201,1609,2003,3135,2,783.43,37.11,82.91,39,3.8,Delivered
53221,20240218,1767,2036,3133,1,150.52,69.45,93.84,37,4.8,Delivered
53222,20241028,1750,2112,3021,4,1139.26,37.07,103.25,27,3.7,Delivered
53223,20240708,1126,2111,3056,2,795.69,22.74,0.0,35,3.8,Delivered
53224,20240515,1562,2038,3118,3,1828.39,58.15,0.0,33,4.5,Delivered
53225,20250708,1378,2008,3060,1,154.97,72.08,0.0,35,4.8,Delivered
53226,20250207,1637,2100,3116,2,1388.31,60.39,0.0,22,3.1,Delivered
53227,20250824,1391,2050,3088,5,4223.39,60.15,0.0,30,4.3,Delivered
53228,20241206,1715,2056,3055,4,2375.22,34.74,145.12,27,3.2,Delivered
53229,20251204,1449,2069,3044,5,1302.27,76.12,41.33,61,4.0,Delivered
53230,20241113,1130,2117,3149,5,1158.93,59.27,0.0,42,3.6,Delivered
53231,20250909,1472,2016,3111,4,1631.41,64.06,126.53,45,4.4,Delivered
53232,20241228,1500,2106,3099,3,1583.85,76.37,0.0,40,3.8,Delivered
53233,20250116,1211,2008,3084,3,1580.1,63.68,0.0,49,3.3,Delivered
53234,20240820,1030,2051,3065,3,1114.71,28.17,62.71,25,3.9,Delivered
53235,20241209,1024,2077,3090,5,3298.36,36.52,194.16,33,3.7,Delivered
53236,20250702,1618,2043,3077,5,3510.81,25.32,62.94,34,3.9,Delivered
53237,20250706,1580,2006,3097,4,3345.25,50.12,182.98,49,4.4,Delivered
53238,20250612,1604,2111,3050,5,2425.3,55.67,0.0,38,4.4,Delivered
53239,20250724,1103,2053,3046,2,1375.17,27.32,0.0,41,4.4,Delivered
53240,20240701,1691,2085,3012,4,985.18,69.69,0.0,63,3.2,Delivered
53241,20240210,1397,2053,3009,3,944.7,67.34,0.0,23,3.6,Delivered
53242,20250704,1476,2008,3078,2,1186.32,34.88,0.0,63,3.5,Delivered
53243,20250131,1240,2016,3074,2,620.3,46.12,156.89,25,3.7,Delivered
53244,20251204,1643,2030,3134,2,1528.03,75.63,224.05,28,4.7,Delivered
53245,20250508,1343,2057,3131,4,685.47,28.39,0.0,58,3.6,Delivered
53246,20251020,1394,2073,3147,5,2998.69,60.57,103.79,53,4.3,Delivered
53247,20241128,1270,2020,3124,5,2713.1,48.26,41.23,21,,Cancelled
53248,20240506,1028,2030,3024,2,473.41,54.46,0.0,31,5.0,Delivered
53249,20250711,1182,2036,3017,2,1072.45,71.39,0.0,31,3.3,Delivered
53250,20250710,1150,2015,3045,2,643.67,17.66,0.0,46,3.9,Delivered
53251,20240101,1502,2008,3139,1,885.42,72.06,188.32,51,3.8,Delivered
53252,20240616,1061,2028,3066,4,1528.96,31.63,128.47,47,3.8,Delivered
53253,20250911,1033,2073,3112,4,3178.88,15.81,0.0,61,,Cancelled
53254,20240119,1549,2101,3100,4,3487.07,50.73,52.03,27,4.9,Delivered
53255,20241127,1023,2042,3089,5,1226.47,70.82,153.64,50,4.9,Delivered
53256,20250806,1209,2045,3132,2,1021.14,23.69,201.73,34,3.4,Delivered
53257,20250331,1406,2006,3022,2,596.34,65.65,0.0,59,4.7,Delivered
53258,20240418,1206,2006,3072,5,1372.87,41.06,194.91,43,3.5,Delivered
53259,20240924,1610,2103,3094,3,2674.21,57.47,0.0,34,3.7,Delivered
53260,20250320,1336,2092,3080,3,1751.13,77.83,0.0,60,4.7,Delivered
53261,20240827,1038,2108,3134,4,1654.45,22.69,0.0,42,3.9,Delivered
53262,20241027,1708,2099,3134,1,505.38,61.17,0.0,32,3.5,Delivered
53263,20250824,1794,2034,3075,5,1105.68,52.66,178.54,41,4.6,Delivered
53264,20240412,1510,2085,3143,3,1738.61,31.04,0.0,54,4.8,Delivered
53265,20240906,1474,2120,3105,2,1444.59,40.6,114.33,54,4.0,Delivered
53266,20250328,1799,2017,3058,4,1883.01,51.92,133.25,41,3.9,Delivered
53267,20250603,1073,2052,3132,2,1550.17,79.9,90.98,22,3.4,Delivered
53268,20240601,1778,2047,3015,5,838.08,34.36,145.98,45,4.7,Delivered
53269,20240622,1499,2005,3063,2,600.73,46.85,159.59,43,4.7,Delivered
53270,20241208,1019,2098,3063,1,220.48,36.73,38.86,51,,Cancelled
53271,20251031,1372,2040,3145,3,1086.88,31.32,0.0,57,3.1,Delivered
53272,20250306,1658,2002,3066,5,3013.91,49.1,40.02,43,4.9,Delivered
53273,20251227,1435,2007,3043,3,2307.42,69.55,0.0,60,4.9,Delivered
53274,20251119,1313,2067,3037,3,2657.79,74.94,130.68,42,4.9,Delivered
53275,20251117,1688,2053,3069,4,1985.37,78.56,73.17,55,3.2,Delivered
53276,20251019,1056,2049,3055,2,1442.51,29.54,0.0,29,4.0,Delivered
53277,20241119,1550,2085,3015,4,2302.84,32.35,0.0,41,3.9,Delivered
53278,20251103,1656,2070,3053,3,1264.3,25.2,176.87,49,3.2,Delivered
53279,20250930,1440,2052,3055,3,1143.57,45.33,162.27,49,4.6,Delivered
53280,20250223,1308,2042,3043,4,613.81,37.12,0.0,50,4.1,Delivered
53281,20250816,1552,2059,3121,5,2325.38,49.04,34.45,61,3.4,Delivered
53282,20250429,1286,2008,3103,3,1577.15,68.95,246.85,55,3.4,Delivered
53283,20251020,1007,2018,3109,2,1789.29,47.25,0.0,28,3.3,Delivered
53284,20250215,1276,2001,3096,4,3118.97,64.74,171.31,40,4.6,Delivered
53285,20240324,1571,2049,3090,3,2104.54,40.17,139.2,57,4.2,Delivered
53286,20240422,1282,2089,3126,3,2638.01,69.73,0.0,65,4.7,Delivered
53287,20241127,1355,2094,3033,3,2392.95,23.43,168.99,19,3.5,Delivered
53288,20250112,1462,2006,3045,4,1108.96,32.74,168.91,65,3.8,Delivered
53289,20251016,1600,2119,3095,2,1262.52,30.41,79.5,40,4.7,Delivered
53290,20240210,1529,2082,3022,1,729.64,29.92,0.0,31,4.1,Delivered
53291,20240414,1663,2109,3140,4,2341.04,31.1,62.9,56,5.0,Delivered
53292,20240720,1114,2030,3110,5,910.87,16.9,231.32,32,3.1,Delivered
53293,20250325,1691,2090,3141,3,646.56,29.2,20.3,63,3.1,Delivered
53294,20240922,1745,2075,3147,1,184.42,38.46,0.0,32,3.9,Delivered
53295,20240728,1111,2071,3102,5,2369.55,40.65,0.0,35,3.5,Delivered
53296,20250716,1238,2035,3148,4,3191.31,70.3,0.0,26,3.4,Delivered
53297,20240427,1025,2077,3061,5,3072.49,24.53,0.0,21,4.5,Delivered
53298,20251213,1508,2073,3055,3,2290.86,16.37,36.06,58,3.1,Delivered
53299,20250111,1163,2092,3039,5,1163.16,40.46,0.0,51,4.8,Delivered
53300,20250704,1697,2085,3034,4,2297.34,79.73,127.95,19,3.5,Delivered
53301,20250623,1113,2047,3150,2,1634.17,32.52,122.85,48,3.4,Delivered
53302,20240324,1230,2077,3027,3,501.59,64.23,0.0,59,3.8,Delivered
53303,20250329,1287,2085,3137,2,1440.79,49.31,0.0,39,3.9,Delivered
53304,20251028,1339,2078,3010,4,855.59,59.21,214.61,25,,Cancelled
53305,20250920,1187,2058,3054,5,1433.75,21.17,0.0,31,3.3,Delivered
53306,20250528,1493,2049,3135,4,1985.16,48.86,103.7,37,,Cancelled
53307,20250827,1260,2094,3006,1,674.91,31.15,242.19,44,3.9,Delivered
53308,20251108,1764,2074,3058,3,2512.5,46.8,136.16,22,4.3,Delivered
53309,20250121,1589,2085,3062,4,3135.07,68.21,103.57,35,3.1,Delivered
53310,20241215,1327,2008,3025,4,2183.13,34.59,195.11,51,4.0,Delivered
53311,20241022,1762,2017,3127,2,1508.3,64.97,72.44,47,4.9,Delivered
53312,20240914,1058,2120,3111,3,1934.85,33.92,0.0,34,4.0,Delivered
53313,20240321,1500,2043,3138,5,966.58,44.36,0.0,50,4.3,Delivered
53314,20240924,1322,2090,3087,4,3010.77,20.38,78.96,49,3.7,Delivered
53315,20250222,1240,2025,3049,5,2634.66,32.36,0.0,20,4.3,Delivered
53316,20240822,1304,2100,3087,3,2692.16,79.73,0.0,58,4.3,Delivered
53317,20241106,1251,2080,3007,3,1430.36,25.04,214.29,57,3.1,Delivered
53318,20241222,1731,2017,3145,3,807.65,73.43,211.68,56,,Cancelled
53319,20240731,1416,2066,3121,5,2258.27,54.03,0.0,28,3.7,Delivered
53320,20250727,1124,2103,3125,4,1657.87,16.91,242.88,56,3.2,Delivered
53321,20240218,1780,2052,3001,3,1069.15,26.7,0.0,47,3.3,Delivered
53322,20240506,1673,2025,3119,1,259.48,28.98,244.18,53,,Cancelled
53323,20240810,1398,2071,3111,3,459.85,58.18,0.0,52,3.1,Delivered
53324,20241005,1576,2085,3041,4,3399.84,34.56,49.05,25,3.1,Delivered
53325,20250211,1500,2017,3039,2,1665.07,34.33,32.86,36,3.4,Delivered
53326,20250519,1001,2047,3088,5,2095.93,44.06,193.99,31,4.1,Delivered
53327,20241020,1482,2011,3088,2,706.34,36.28,184.84,51,3.7,Delivered
53328,20241003,1763,2101,3141,1,551.84,27.21,131.78,50,3.9,Delivered
53329,20250313,1583,2002,3099,3,2366.89,21.4,154.98,39,3.7,Delivered
53330,20240416,1663,2112,3087,4,2656.68,57.99,198.02,23,3.7,Delivered
53331,20251019,1410,2006,3142,1,332.76,42.51,0.0,64,4.2,Delivered
53332,20250223,1736,2024,3112,3,1039.05,58.89,0.0,39,4.4,Delivered
53333,20250902,1065,2020,3067,3,1603.12,72.51,84.8,38,4.0,Delivered
53334,20250304,1433,2099,3058,2,1281.61,17.67,86.26,39,4.9,Delivered
53335,20250109,1309,2017,3118,4,2386.98,54.09,103.06,31,3.7,Delivered
53336,20240313,1569,2036,3018,5,1041.76,23.72,34.26,27,4.6,Delivered
53337,20250925,1784,2010,3013,3,1455.81,75.7,212.36,35,4.7,Delivered
53338,20240130,1080,2053,3043,3,1088.71,48.43,0.0,27,4.5,Delivered
